time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car	departures_walk	arrivals_walk	stuck_walk	en-route_walk
03:35:00	12900	0	0	0	0	0	0	0	0	0	0	0	0
03:40:00	13200	0	0	0	0	0	0	0	0	0	0	0	0
03:45:00	13500	0	0	0	0	0	0	0	0	0	0	0	0
03:50:00	13800	0	0	0	0	0	0	0	0	0	0	0	0
03:55:00	14100	0	0	0	0	0	0	0	0	0	0	0	0
04:00:00	14400	0	0	0	0	0	0	0	0	0	0	0	0
04:05:00	14700	0	0	0	0	0	0	0	0	0	0	0	0
04:10:00	15000	0	0	0	0	0	0	0	0	0	0	0	0
04:15:00	15300	0	0	0	0	0	0	0	0	0	0	0	0
04:20:00	15600	0	0	0	0	0	0	0	0	0	0	0	0
04:25:00	15900	0	0	0	0	0	0	0	0	0	0	0	0
04:30:00	16200	0	0	0	0	0	0	0	0	0	0	0	0
04:35:00	16500	0	0	0	0	0	0	0	0	0	0	0	0
04:40:00	16800	0	0	0	0	0	0	0	0	0	0	0	0
04:45:00	17100	0	0	0	0	0	0	0	0	0	0	0	0
04:50:00	17400	0	0	0	0	0	0	0	0	0	0	0	0
04:55:00	17700	0	0	0	0	0	0	0	0	0	0	0	0
05:00:00	18000	0	0	0	0	0	0	0	0	0	0	0	0
05:05:00	18300	0	0	0	0	0	0	0	0	0	0	0	0
05:10:00	18600	0	0	0	0	0	0	0	0	0	0	0	0
05:15:00	18900	0	0	0	0	0	0	0	0	0	0	0	0
05:20:00	19200	0	0	0	0	0	0	0	0	0	0	0	0
05:25:00	19500	0	0	0	0	0	0	0	0	0	0	0	0
05:30:00	19800	0	0	0	0	0	0	0	0	0	0	0	0
05:35:00	20100	0	0	0	0	0	0	0	0	0	0	0	0
05:40:00	20400	0	0	0	0	0	0	0	0	0	0	0	0
05:45:00	20700	0	0	0	0	0	0	0	0	0	0	0	0
05:50:00	21000	0	0	0	0	0	0	0	0	0	0	0	0
05:55:00	21300	0	0	0	0	0	0	0	0	0	0	0	0
06:00:00	21600	0	0	0	0	0	0	0	0	0	0	0	0
06:05:00	21900	0	0	0	0	0	0	0	0	0	0	0	0
06:10:00	22200	0	0	0	0	0	0	0	0	0	0	0	0
06:15:00	22500	0	0	0	0	0	0	0	0	0	0	0	0
06:20:00	22800	0	0	0	0	0	0	0	0	0	0	0	0
06:25:00	23100	0	0	0	0	0	0	0	0	0	0	0	0
06:30:00	23400	0	0	0	0	0	0	0	0	0	0	0	0
06:35:00	23700	0	0	0	0	0	0	0	0	0	0	0	0
06:40:00	24000	0	0	0	0	0	0	0	0	0	0	0	0
06:45:00	24300	0	0	0	0	0	0	0	0	0	0	0	0
06:50:00	24600	0	0	0	0	0	0	0	0	0	0	0	0
06:55:00	24900	0	0	0	0	0	0	0	0	0	0	0	0
07:00:00	25200	0	0	0	0	0	0	0	0	0	0	0	0
07:05:00	25500	0	0	0	0	0	0	0	0	0	0	0	0
07:10:00	25800	0	0	0	0	0	0	0	0	0	0	0	0
07:15:00	26100	0	0	0	0	0	0	0	0	0	0	0	0
07:20:00	26400	0	0	0	0	0	0	0	0	0	0	0	0
07:25:00	26700	0	0	0	0	0	0	0	0	0	0	0	0
07:30:00	27000	0	0	0	0	0	0	0	0	0	0	0	0
07:35:00	27300	0	0	0	0	0	0	0	0	0	0	0	0
07:40:00	27600	0	0	0	0	0	0	0	0	0	0	0	0
07:45:00	27900	0	0	0	0	0	0	0	0	0	0	0	0
07:50:00	28200	0	0	0	0	0	0	0	0	0	0	0	0
07:55:00	28500	0	0	0	0	0	0	0	0	0	0	0	0
08:00:00	28800	0	0	0	0	0	0	0	0	0	0	0	0
08:05:00	29100	0	0	0	0	0	0	0	0	0	0	0	0
08:10:00	29400	0	0	0	0	0	0	0	0	0	0	0	0
08:15:00	29700	0	0	0	0	0	0	0	0	0	0	0	0
08:20:00	30000	0	0	0	0	0	0	0	0	0	0	0	0
08:25:00	30300	0	0	0	0	0	0	0	0	0	0	0	0
08:30:00	30600	0	0	0	0	0	0	0	0	0	0	0	0
08:35:00	30900	0	0	0	0	0	0	0	0	0	0	0	0
08:40:00	31200	0	0	0	0	0	0	0	0	0	0	0	0
08:45:00	31500	0	0	0	0	0	0	0	0	0	0	0	0
08:50:00	31800	0	0	0	0	0	0	0	0	0	0	0	0
08:55:00	32100	0	0	0	0	0	0	0	0	0	0	0	0
09:00:00	32400	0	0	0	0	0	0	0	0	0	0	0	0
09:05:00	32700	0	0	0	0	0	0	0	0	0	0	0	0
09:10:00	33000	0	0	0	0	0	0	0	0	0	0	0	0
09:15:00	33300	0	0	0	0	0	0	0	0	0	0	0	0
09:20:00	33600	0	0	0	0	0	0	0	0	0	0	0	0
09:25:00	33900	0	0	0	0	0	0	0	0	0	0	0	0
09:30:00	34200	0	0	0	0	0	0	0	0	0	0	0	0
09:35:00	34500	0	0	0	0	0	0	0	0	0	0	0	0
09:40:00	34800	0	0	0	0	0	0	0	0	0	0	0	0
09:45:00	35100	0	0	0	0	0	0	0	0	0	0	0	0
09:50:00	35400	0	0	0	0	0	0	0	0	0	0	0	0
09:55:00	35700	0	0	0	0	0	0	0	0	0	0	0	0
10:00:00	36000	208	104	0	104	104	0	0	104	104	104	0	0
10:05:00	36300	185	97	0	192	91	3	0	192	94	94	0	0
10:10:00	36600	215	136	0	271	98	19	0	271	117	117	0	0
10:15:00	36900	223	137	0	357	103	17	0	357	120	120	0	0
10:20:00	37200	204	127	0	434	93	18	0	432	111	109	0	2
10:25:00	37500	193	137	0	490	83	27	0	488	110	110	0	2
10:30:00	37800	250	159	0	581	114	22	0	580	136	137	0	1
10:35:00	38100	251	161	0	671	114	23	0	671	137	138	0	0
10:40:00	38400	212	136	0	747	95	22	0	744	117	114	0	3
10:45:00	38700	230	157	0	820	101	28	0	817	129	129	0	3
10:50:00	39000	215	170	0	865	86	43	0	860	129	127	0	5
10:55:00	39300	202	142	0	925	89	24	0	925	113	118	0	0
11:00:00	39600	203	147	0	981	86	31	0	980	117	116	0	1
11:05:00	39900	238	160	0	1059	104	30	0	1054	134	130	0	5
11:10:00	40200	210	149	0	1120	91	28	0	1117	119	121	0	3
11:15:00	40500	236	164	0	1192	103	30	0	1190	133	134	0	2
11:20:00	40800	234	173	0	1253	99	36	0	1253	135	137	0	0
11:25:00	41100	228	158	0	1323	99	30	0	1322	129	128	0	1
11:30:00	41400	226	163	0	1386	96	34	0	1384	130	129	0	2
11:35:00	41700	261	164	0	1483	119	23	0	1480	142	141	0	3
11:40:00	42000	229	161	0	1551	99	31	0	1548	130	130	0	3
11:45:00	42300	186	140	0	1597	78	30	0	1596	108	110	0	1
11:50:00	42600	230	151	0	1676	103	24	0	1675	127	127	0	1
11:55:00	42900	231	160	0	1747	100	31	0	1744	131	129	0	3
12:00:00	43200	25	51	0	1721	0	25	0	1719	25	26	0	2
12:05:00	43500	28	57	0	1692	0	28	0	1691	28	29	0	1
12:10:00	43800	34	68	0	1658	0	34	0	1657	34	34	0	1
12:15:00	44100	33	65	0	1626	0	33	0	1624	33	32	0	2
12:20:00	44400	28	55	0	1599	0	28	0	1596	28	27	0	3
12:25:00	44700	24	51	0	1572	0	24	0	1572	24	27	0	0
12:30:00	45000	33	66	0	1539	0	33	0	1539	33	33	0	0
12:35:00	45300	35	69	0	1505	0	35	0	1504	35	34	0	1
12:40:00	45600	22	43	0	1484	0	22	0	1482	22	21	0	2
12:45:00	45900	30	60	0	1454	0	30	0	1452	30	30	0	2
12:50:00	46200	34	69	0	1419	0	34	0	1418	34	35	0	1
12:55:00	46500	30	59	0	1390	0	30	0	1388	30	29	0	2
13:00:00	46800	30	58	0	1362	0	30	0	1358	30	28	0	4
13:05:00	47100	28	57	0	1333	0	28	0	1330	28	29	0	3
13:10:00	47400	26	55	0	1304	0	26	0	1304	26	29	0	0
13:15:00	47700	33	65	0	1272	0	33	0	1271	33	32	0	1
13:20:00	48000	38	73	0	1237	0	38	0	1233	38	35	0	4
13:25:00	48300	28	58	0	1207	0	28	0	1205	28	30	0	2
13:30:00	48600	27	54	0	1180	0	27	0	1178	27	27	0	2
13:35:00	48900	23	47	0	1156	0	23	0	1155	23	24	0	1
13:40:00	49200	29	56	0	1129	0	29	0	1126	29	27	0	3
13:45:00	49500	32	64	0	1097	0	32	0	1094	32	32	0	3
13:50:00	49800	35	71	0	1061	0	35	0	1059	35	36	0	2
13:55:00	50100	31	59	0	1033	0	31	0	1028	31	28	0	5
14:00:00	50400	32	68	0	997	0	32	0	996	32	36	0	1
14:05:00	50700	26	52	0	971	0	26	0	970	26	26	0	1
14:10:00	51000	35	67	0	939	0	35	0	935	35	32	0	4
14:15:00	51300	35	71	0	903	0	35	0	900	35	36	0	3
14:20:00	51600	30	59	0	874	0	30	0	870	30	29	0	4
14:25:00	51900	22	47	0	849	0	22	0	848	22	25	0	1
14:30:00	52200	35	70	0	814	0	35	0	813	35	35	0	1
14:35:00	52500	29	55	0	788	0	29	0	784	29	26	0	4
14:40:00	52800	30	62	0	756	0	30	0	754	30	32	0	2
14:45:00	53100	24	47	0	733	0	24	0	730	24	23	0	3
14:50:00	53400	30	62	0	701	0	30	0	700	30	32	0	1
14:55:00	53700	32	64	0	669	0	32	0	668	32	32	0	1
15:00:00	54000	30	57	0	642	0	30	0	638	30	27	0	4
15:05:00	54300	32	67	0	607	0	32	0	606	32	35	0	1
15:10:00	54600	34	66	0	575	0	34	0	572	34	32	0	3
15:15:00	54900	22	47	0	550	0	22	0	550	22	25	0	0
15:20:00	55200	28	54	0	524	0	28	0	522	28	26	0	2
15:25:00	55500	31	61	0	494	0	31	0	491	31	30	0	3
15:30:00	55800	27	56	0	465	0	27	0	464	27	29	0	1
15:35:00	56100	29	57	0	437	0	29	0	435	29	28	0	2
15:40:00	56400	29	59	0	407	0	29	0	406	29	30	0	1
15:45:00	56700	37	71	0	373	0	37	0	369	37	34	0	4
15:50:00	57000	24	48	0	349	0	24	0	345	24	24	0	4
15:55:00	57300	31	64	0	316	0	31	0	314	31	33	0	2
16:00:00	57600	32	65	0	283	0	32	0	282	32	33	0	1
16:05:00	57900	23	46	0	260	0	23	0	259	23	23	0	1
16:10:00	58200	27	51	0	236	0	27	0	232	27	24	0	4
16:15:00	58500	27	56	0	207	0	27	0	205	27	29	0	2
16:20:00	58800	30	59	0	178	0	30	0	175	30	29	0	3
16:25:00	59100	30	58	0	150	0	30	0	145	30	28	0	5
16:30:00	59400	36	76	0	110	0	36	0	109	36	40	0	1
16:35:00	59700	29	58	0	81	0	29	0	80	29	29	0	1
16:40:00	60000	29	55	0	55	0	29	0	51	29	26	0	4
16:45:00	60300	14	32	0	37	0	14	0	37	14	18	0	0
16:50:00	60600	13	25	0	25	0	13	0	24	13	12	0	1
16:55:00	60900	11	22	0	14	0	11	0	13	11	11	0	1
17:00:00	61200	3	7	0	10	0	3	0	10	3	4	0	0
17:05:00	61500	2	4	0	8	0	2	0	8	2	2	0	0
17:10:00	61800	6	12	0	2	0	6	0	2	6	6	0	0
17:15:00	62100	2	4	0	0	0	2	0	0	2	2	0	0
17:20:00	62400	0	0	0	0	0	0	0	0	0	0	0	0
17:25:00	62700	0	0	0	0	0	0	0	0	0	0	0	0
17:30:00	63000	0	0	0	0	0	0	0	0	0	0	0	0
17:35:00	63300	0	0	0	0	0	0	0	0	0	0	0	0
17:40:00	63600	0	0	0	0	0	0	0	0	0	0	0	0
17:45:00	63900	0	0	0	0	0	0	0	0	0	0	0	0
17:50:00	64200	0	0	0	0	0	0	0	0	0	0	0	0
17:55:00	64500	0	0	0	0	0	0	0	0	0	0	0	0
18:00:00	64800	0	0	0	0	0	0	0	0	0	0	0	0
18:05:00	65100	0	0	0	0	0	0	0	0	0	0	0	0
18:10:00	65400	0	0	0	0	0	0	0	0	0	0	0	0
18:15:00	65700	0	0	0	0	0	0	0	0	0	0	0	0
18:20:00	66000	0	0	0	0	0	0	0	0	0	0	0	0
18:25:00	66300	0	0	0	0	0	0	0	0	0	0	0	0
18:30:00	66600	0	0	0	0	0	0	0	0	0	0	0	0
18:35:00	66900	0	0	0	0	0	0	0	0	0	0	0	0
18:40:00	67200	0	0	0	0	0	0	0	0	0	0	0	0
18:45:00	67500	0	0	0	0	0	0	0	0	0	0	0	0
18:50:00	67800	0	0	0	0	0	0	0	0	0	0	0	0
18:55:00	68100	0	0	0	0	0	0	0	0	0	0	0	0
19:00:00	68400	0	0	0	0	0	0	0	0	0	0	0	0
19:05:00	68700	0	0	0	0	0	0	0	0	0	0	0	0
19:10:00	69000	0	0	0	0	0	0	0	0	0	0	0	0
19:15:00	69300	0	0	0	0	0	0	0	0	0	0	0	0
19:20:00	69600	0	0	0	0	0	0	0	0	0	0	0	0
19:25:00	69900	0	0	0	0	0	0	0	0	0	0	0	0
19:30:00	70200	0	0	0	0	0	0	0	0	0	0	0	0
19:35:00	70500	0	0	0	0	0	0	0	0	0	0	0	0
19:40:00	70800	0	0	0	0	0	0	0	0	0	0	0	0
19:45:00	71100	0	0	0	0	0	0	0	0	0	0	0	0
19:50:00	71400	0	0	0	0	0	0	0	0	0	0	0	0
19:55:00	71700	0	0	0	0	0	0	0	0	0	0	0	0
20:00:00	72000	0	0	0	0	0	0	0	0	0	0	0	0
20:05:00	72300	0	0	0	0	0	0	0	0	0	0	0	0
20:10:00	72600	0	0	0	0	0	0	0	0	0	0	0	0
20:15:00	72900	0	0	0	0	0	0	0	0	0	0	0	0
20:20:00	73200	0	0	0	0	0	0	0	0	0	0	0	0
20:25:00	73500	0	0	0	0	0	0	0	0	0	0	0	0
20:30:00	73800	0	0	0	0	0	0	0	0	0	0	0	0
20:35:00	74100	0	0	0	0	0	0	0	0	0	0	0	0
20:40:00	74400	0	0	0	0	0	0	0	0	0	0	0	0
20:45:00	74700	0	0	0	0	0	0	0	0	0	0	0	0
20:50:00	75000	0	0	0	0	0	0	0	0	0	0	0	0
20:55:00	75300	0	0	0	0	0	0	0	0	0	0	0	0
21:00:00	75600	0	0	0	0	0	0	0	0	0	0	0	0
21:05:00	75900	0	0	0	0	0	0	0	0	0	0	0	0
21:10:00	76200	0	0	0	0	0	0	0	0	0	0	0	0
21:15:00	76500	0	0	0	0	0	0	0	0	0	0	0	0
21:20:00	76800	0	0	0	0	0	0	0	0	0	0	0	0
21:25:00	77100	0	0	0	0	0	0	0	0	0	0	0	0
21:30:00	77400	0	0	0	0	0	0	0	0	0	0	0	0
21:35:00	77700	0	0	0	0	0	0	0	0	0	0	0	0
21:40:00	78000	0	0	0	0	0	0	0	0	0	0	0	0
21:45:00	78300	0	0	0	0	0	0	0	0	0	0	0	0
21:50:00	78600	0	0	0	0	0	0	0	0	0	0	0	0
21:55:00	78900	0	0	0	0	0	0	0	0	0	0	0	0
22:00:00	79200	0	0	0	0	0	0	0	0	0	0	0	0
22:05:00	79500	0	0	0	0	0	0	0	0	0	0	0	0
22:10:00	79800	0	0	0	0	0	0	0	0	0	0	0	0
22:15:00	80100	0	0	0	0	0	0	0	0	0	0	0	0
22:20:00	80400	0	0	0	0	0	0	0	0	0	0	0	0
22:25:00	80700	0	0	0	0	0	0	0	0	0	0	0	0
22:30:00	81000	0	0	0	0	0	0	0	0	0	0	0	0
22:35:00	81300	0	0	0	0	0	0	0	0	0	0	0	0
22:40:00	81600	0	0	0	0	0	0	0	0	0	0	0	0
22:45:00	81900	0	0	0	0	0	0	0	0	0	0	0	0
22:50:00	82200	0	0	0	0	0	0	0	0	0	0	0	0
22:55:00	82500	0	0	0	0	0	0	0	0	0	0	0	0
23:00:00	82800	0	0	0	0	0	0	0	0	0	0	0	0
23:05:00	83100	0	0	0	0	0	0	0	0	0	0	0	0
23:10:00	83400	0	0	0	0	0	0	0	0	0	0	0	0
23:15:00	83700	0	0	0	0	0	0	0	0	0	0	0	0
23:20:00	84000	0	0	0	0	0	0	0	0	0	0	0	0
23:25:00	84300	0	0	0	0	0	0	0	0	0	0	0	0
23:30:00	84600	0	0	0	0	0	0	0	0	0	0	0	0
23:35:00	84900	0	0	0	0	0	0	0	0	0	0	0	0
23:40:00	85200	0	0	0	0	0	0	0	0	0	0	0	0
23:45:00	85500	0	0	0	0	0	0	0	0	0	0	0	0
23:50:00	85800	0	0	0	0	0	0	0	0	0	0	0	0
23:55:00	86100	0	0	0	0	0	0	0	0	0	0	0	0
24:00:00	86400	0	0	0	0	0	0	0	0	0	0	0	0
24:05:00	86700	0	0	0	0	0	0	0	0	0	0	0	0
24:10:00	87000	0	0	0	0	0	0	0	0	0	0	0	0
24:15:00	87300	0	0	0	0	0	0	0	0	0	0	0	0
24:20:00	87600	0	0	0	0	0	0	0	0	0	0	0	0
24:25:00	87900	0	0	0	0	0	0	0	0	0	0	0	0
24:30:00	88200	0	0	0	0	0	0	0	0	0	0	0	0
24:35:00	88500	0	0	0	0	0	0	0	0	0	0	0	0
24:40:00	88800	0	0	0	0	0	0	0	0	0	0	0	0
24:45:00	89100	0	0	0	0	0	0	0	0	0	0	0	0
24:50:00	89400	0	0	0	0	0	0	0	0	0	0	0	0
24:55:00	89700	0	0	0	0	0	0	0	0	0	0	0	0
25:00:00	90000	0	0	0	0	0	0	0	0	0	0	0	0
25:05:00	90300	0	0	0	0	0	0	0	0	0	0	0	0
25:10:00	90600	0	0	0	0	0	0	0	0	0	0	0	0
25:15:00	90900	0	0	0	0	0	0	0	0	0	0	0	0
25:20:00	91200	0	0	0	0	0	0	0	0	0	0	0	0
25:25:00	91500	0	0	0	0	0	0	0	0	0	0	0	0
25:30:00	91800	0	0	0	0	0	0	0	0	0	0	0	0
25:35:00	92100	0	0	0	0	0	0	0	0	0	0	0	0
25:40:00	92400	0	0	0	0	0	0	0	0	0	0	0	0
25:45:00	92700	0	0	0	0	0	0	0	0	0	0	0	0
25:50:00	93000	0	0	0	0	0	0	0	0	0	0	0	0
25:55:00	93300	0	0	0	0	0	0	0	0	0	0	0	0
26:00:00	93600	0	0	0	0	0	0	0	0	0	0	0	0
26:05:00	93900	0	0	0	0	0	0	0	0	0	0	0	0
26:10:00	94200	0	0	0	0	0	0	0	0	0	0	0	0
26:15:00	94500	0	0	0	0	0	0	0	0	0	0	0	0
26:20:00	94800	0	0	0	0	0	0	0	0	0	0	0	0
26:25:00	95100	0	0	0	0	0	0	0	0	0	0	0	0
26:30:00	95400	0	0	0	0	0	0	0	0	0	0	0	0
26:35:00	95700	0	0	0	0	0	0	0	0	0	0	0	0
26:40:00	96000	0	0	0	0	0	0	0	0	0	0	0	0
26:45:00	96300	0	0	0	0	0	0	0	0	0	0	0	0
26:50:00	96600	0	0	0	0	0	0	0	0	0	0	0	0
26:55:00	96900	0	0	0	0	0	0	0	0	0	0	0	0
27:00:00	97200	0	0	0	0	0	0	0	0	0	0	0	0
27:05:00	97500	0	0	0	0	0	0	0	0	0	0	0	0
27:10:00	97800	0	0	0	0	0	0	0	0	0	0	0	0
27:15:00	98100	0	0	0	0	0	0	0	0	0	0	0	0
27:20:00	98400	0	0	0	0	0	0	0	0	0	0	0	0
27:25:00	98700	0	0	0	0	0	0	0	0	0	0	0	0
27:30:00	99000	0	0	0	0	0	0	0	0	0	0	0	0
27:35:00	99300	0	0	0	0	0	0	0	0	0	0	0	0
27:40:00	99600	0	0	0	0	0	0	0	0	0	0	0	0
27:45:00	99900	0	0	0	0	0	0	0	0	0	0	0	0
27:50:00	100200	0	0	0	0	0	0	0	0	0	0	0	0
27:55:00	100500	0	0	0	0	0	0	0	0	0	0	0	0
28:00:00	100800	0	0	0	0	0	0	0	0	0	0	0	0
28:05:00	101100	0	0	0	0	0	0	0	0	0	0	0	0
28:10:00	101400	0	0	0	0	0	0	0	0	0	0	0	0
28:15:00	101700	0	0	0	0	0	0	0	0	0	0	0	0
28:20:00	102000	0	0	0	0	0	0	0	0	0	0	0	0
28:25:00	102300	0	0	0	0	0	0	0	0	0	0	0	0
28:30:00	102600	0	0	0	0	0	0	0	0	0	0	0	0
28:35:00	102900	0	0	0	0	0	0	0	0	0	0	0	0
28:40:00	103200	0	0	0	0	0	0	0	0	0	0	0	0
28:45:00	103500	0	0	0	0	0	0	0	0	0	0	0	0
28:50:00	103800	0	0	0	0	0	0	0	0	0	0	0	0
28:55:00	104100	0	0	0	0	0	0	0	0	0	0	0	0
29:00:00	104400	0	0	0	0	0	0	0	0	0	0	0	0
29:05:00	104700	0	0	0	0	0	0	0	0	0	0	0	0
29:10:00	105000	0	0	0	0	0	0	0	0	0	0	0	0
29:15:00	105300	0	0	0	0	0	0	0	0	0	0	0	0
29:20:00	105600	0	0	0	0	0	0	0	0	0	0	0	0
29:25:00	105900	0	0	0	0	0	0	0	0	0	0	0	0
29:30:00	106200	0	0	0	0	0	0	0	0	0	0	0	0
29:35:00	106500	0	0	0	0	0	0	0	0	0	0	0	0
29:40:00	106800	0	0	0	0	0	0	0	0	0	0	0	0
29:45:00	107100	0	0	0	0	0	0	0	0	0	0	0	0
29:50:00	107400	0	0	0	0	0	0	0	0	0	0	0	0
29:55:00	107700	0	0	0	0	0	0	0	0	0	0	0	0
30:00:00	108000	0	0	0	0	0	0	0	0	0	0	0	0
30:05:00	108300	0	0	0	0	0	0	0	0	0	0	0	0
30:10:00	108600	0	0	0	0	0	0	0	0	0	0	0	0
30:15:00	108900	0	0	0	0	0	0	0	0	0	0	0	0
30:20:00	109200	0	0	0	0	0	0	0	0	0	0	0	0
30:25:00	109500	0	0	0	0	0	0	0	0	0	0	0	0
30:30:00	109800	0	0	0	0	0	0	0	0	0	0	0	0
30:35:00	110100	0	0	0	0	0	0	0	0	0	0	0	0
30:40:00	110400	0	0	0	0	0	0	0	0	0	0	0	0
30:45:00	110700	0	0	0	0	0	0	0	0	0	0	0	0
30:50:00	111000	0	0	0	0	0	0	0	0	0	0	0	0
30:55:00	111300	0	0	0	0	0	0	0	0	0	0	0	0
31:00:00	111600	0	0	0	0	0	0	0	0	0	0	0	0
31:05:00	111900	0	0	0	0	0	0	0	0	0	0	0	0
31:10:00	112200	0	0	0	0	0	0	0	0	0	0	0	0
31:15:00	112500	0	0	0	0	0	0	0	0	0	0	0	0
31:20:00	112800	0	0	0	0	0	0	0	0	0	0	0	0
31:25:00	113100	0	0	0	0	0	0	0	0	0	0	0	0
31:30:00	113400	0	0	0	0	0	0	0	0	0	0	0	0
31:35:00	113700	0	0	0	0	0	0	0	0	0	0	0	0
31:40:00	114000	0	0	0	0	0	0	0	0	0	0	0	0
31:45:00	114300	0	0	0	0	0	0	0	0	0	0	0	0
31:50:00	114600	0	0	0	0	0	0	0	0	0	0	0	0
31:55:00	114900	0	0	0	0	0	0	0	0	0	0	0	0
32:00:00	115200	0	0	0	0	0	0	0	0	0	0	0	0
32:05:00	115500	0	0	0	0	0	0	0	0	0	0	0	0
32:10:00	115800	0	0	0	0	0	0	0	0	0	0	0	0
32:15:00	116100	0	0	0	0	0	0	0	0	0	0	0	0
32:20:00	116400	0	0	0	0	0	0	0	0	0	0	0	0
32:25:00	116700	0	0	0	0	0	0	0	0	0	0	0	0
32:30:00	117000	0	0	0	0	0	0	0	0	0	0	0	0
32:35:00	117300	0	0	0	0	0	0	0	0	0	0	0	0
32:40:00	117600	0	0	0	0	0	0	0	0	0	0	0	0
32:45:00	117900	0	0	0	0	0	0	0	0	0	0	0	0
32:50:00	118200	0	0	0	0	0	0	0	0	0	0	0	0
32:55:00	118500	0	0	0	0	0	0	0	0	0	0	0	0
33:00:00	118800	0	0	0	0	0	0	0	0	0	0	0	0
33:05:00	119100	0	0	0	0	0	0	0	0	0	0	0	0
33:10:00	119400	0	0	0	0	0	0	0	0	0	0	0	0
33:15:00	119700	0	0	0	0	0	0	0	0	0	0	0	0
33:20:00	120000	0	0	0	0	0	0	0	0	0	0	0	0
33:25:00	120300	0	0	0	0	0	0	0	0	0	0	0	0
33:30:00	120600	0	0	0	0	0	0	0	0	0	0	0	0
33:35:00	120900	0	0	0	0	0	0	0	0	0	0	0	0
33:40:00	121200	0	0	0	0	0	0	0	0	0	0	0	0
33:45:00	121500	0	0	0	0	0	0	0	0	0	0	0	0
33:50:00	121800	0	0	0	0	0	0	0	0	0	0	0	0
33:55:00	122100	0	0	0	0	0	0	0	0	0	0	0	0
34:00:00	122400	0	0	0	0	0	0	0	0	0	0	0	0
34:05:00	122700	0	0	0	0	0	0	0	0	0	0	0	0
34:10:00	123000	0	0	0	0	0	0	0	0	0	0	0	0
34:15:00	123300	0	0	0	0	0	0	0	0	0	0	0	0
34:20:00	123600	0	0	0	0	0	0	0	0	0	0	0	0
34:25:00	123900	0	0	0	0	0	0	0	0	0	0	0	0
34:30:00	124200	0	0	0	0	0	0	0	0	0	0	0	0
34:35:00	124500	0	0	0	0	0	0	0	0	0	0	0	0
34:40:00	124800	0	0	0	0	0	0	0	0	0	0	0	0
